state,year,id,filename,special,district
GA,1804,ga.uscongress.1804,ga.uscongress.1804.xml,FALSE,NA
GA,1806,ga.specialuscongress1.1806,ga.specialuscongress1.1806.xml,TRUE,1
GA,1806,ga.specialuscongress2.1806,ga.specialuscongress2.1806.xml,TRUE,2
GA,1806,ga.uscongress.1806,ga.uscongress.1806.xml,FALSE,NA
GA,1808,ga.uscongress.1808,ga.uscongress.1808.xml,FALSE,NA
GA,1810,ga.uscongress.1810,ga.uscongress.1810.xml,FALSE,NA
GA,1812,ga.uscongress.1812,ga.uscongress.1812.xml,FALSE,NA
GA,1812,ga.uscongress.special.1812,ga.uscongress.special.1812.xml,TRUE,NA
GA,1813,ga.uscongress.special.1813,ga.uscongress.special.1813.xml,TRUE,NA
GA,1814,ga.uscongress.1814,ga.uscongress.1814.xml,FALSE,NA
GA,1816,ga.specialuscongress.1816,ga.specialuscongress.1816.xml,TRUE,NA
GA,1816,ga.uscongress.1816,ga.uscongress.1816.xml,FALSE,NA
GA,1818,ga.uscongress.1818,ga.uscongress.1818.xml,FALSE,NA
GA,1819,ga.uscongress.special1.1819,ga.uscongress.special1.1819.xml,TRUE,1
GA,1819,ga.uscongress.special2.1819,ga.uscongress.special2.1819.xml,TRUE,2
GA,1820,ga.uscongress.1820,ga.uscongress.1820.xml,FALSE,NA
GA,1822,ga.uscongress.1822,ga.uscongress.1822.xml,FALSE,NA
GA,1824,ga.uscongress.1824,ga.uscongress.1824.xml,FALSE,NA
GA,1824,ga.uscongress.special.1824,ga.uscongress.special.1824.xml,TRUE,NA
IL,1818,il.uscongress.1818,il.uscongress.1818.xml,FALSE,NA
IL,1819,il.uscongress.1819,il.uscongress.1819.xml,FALSE,NA
IL,1820,il.uscongress.1820,il.uscongress.1820.xml,FALSE,NA
IL,1822,il.uscongress.1822,il.uscongress.1822.xml,FALSE,NA
IL,1824,il.uscongress.1824,il.uscongress.1824.xml,FALSE,NA
IN,1816,in.uscongress.1816,in.uscongress.1816.xml,FALSE,NA
IN,1817,in.uscongress.1817,in.uscongress.1817.xml,FALSE,NA
IN,1818,in.uscongress.1818,in.uscongress.1818.xml,FALSE,NA
IN,1820,in.uscongress.1820,in.uscongress.1820.xml,FALSE,NA
IN,1822,in.uscongress.special.1822,in.uscongress.special.1822.xml,TRUE,NA
KY,1792,ky.uscongressnortherndistrict.1792,ky.uscongressnortherndistrict.1792.xml,FALSE,NA
KY,1792,ky.uscongresssoutherndistrict.1792,ky.uscongresssoutherndistrict.1792.xml,FALSE,NA
KY,1796,ky.uscongressnortherndistrict.1796,ky.uscongressnortherndistrict.1796.xml,FALSE,NA
KY,1796,ky.uscongresssoutherndistrict.1796,ky.uscongresssoutherndistrict.1796.xml,FALSE,NA
KY,1799,ky.uscongressnortherndistrict.1799,ky.uscongressnortherndistrict.1799.xml,FALSE,NA
KY,1799,ky.uscongresssoutherndistrict.1799,ky.uscongresssoutherndistrict.1799.xml,FALSE,NA
KY,1801,ky.uscongressnortherndistrict.1801,ky.uscongressnortherndistrict.1801.xml,FALSE,NA
KY,1801,ky.uscongresssoutherndistrict.1801,ky.uscongresssoutherndistrict.1801.xml,FALSE,NA
KY,1803,ky.uscongress1.1803,ky.uscongress1.1803.xml,FALSE,1
KY,1803,ky.uscongress2.1803,ky.uscongress2.1803.xml,FALSE,2
KY,1803,ky.uscongress3.1803,ky.uscongress3.1803.xml,FALSE,3
KY,1803,ky.uscongress4.1803,ky.uscongress4.1803.xml,FALSE,4
KY,1803,ky.uscongress5.1803,ky.uscongress5.1803.xml,FALSE,5
KY,1803,ky.uscongress6.1803,ky.uscongress6.1803.xml,FALSE,6
KY,1804,ky.uscongress1.1804,ky.uscongress1.1804.xml,FALSE,1
KY,1804,ky.uscongress2.1804,ky.uscongress2.1804.xml,FALSE,2
KY,1804,ky.uscongress3.1804,ky.uscongress3.1804.xml,FALSE,3
KY,1804,ky.uscongress4.1804,ky.uscongress4.1804.xml,FALSE,4
KY,1804,ky.uscongress5.1804,ky.uscongress5.1804.xml,FALSE,5
KY,1804,ky.uscongress6.1804,ky.uscongress6.1804.xml,FALSE,6
KY,1806,ky.uscongress1.1806,ky.uscongress1.1806.xml,FALSE,1
KY,1806,ky.uscongress2.1806,ky.uscongress2.1806.xml,FALSE,2
KY,1806,ky.uscongress3.1806,ky.uscongress3.1806.xml,FALSE,3
KY,1806,ky.uscongress4.1806,ky.uscongress4.1806.xml,FALSE,4
KY,1806,ky.uscongress5.1806,ky.uscongress5.1806.xml,FALSE,5
KY,1806,ky.uscongress6.1806,ky.uscongress6.1806.xml,FALSE,6
KY,1808,ky.uscongress1.1808,ky.uscongress1.1808.xml,FALSE,1
KY,1808,ky.uscongress2.1808,ky.uscongress2.1808.xml,FALSE,2
KY,1808,ky.uscongress3.1808,ky.uscongress3.1808.xml,FALSE,3
KY,1808,ky.uscongress4.1808,ky.uscongress4.1808.xml,FALSE,4
KY,1808,ky.uscongress5.1808,ky.uscongress5.1808.xml,FALSE,5
KY,1808,ky.uscongress6.1808,ky.uscongress6.1808.xml,FALSE,6
KY,1810,ky.uscongress1.1810,ky.uscongress1.1810.xml,FALSE,1
KY,1810,ky.uscongress2.1810,ky.uscongress2.1810.xml,FALSE,2
KY,1810,ky.uscongress3.1810,ky.uscongress3.1810.xml,FALSE,3
KY,1810,ky.uscongress4.1810,ky.uscongress4.1810.xml,FALSE,4
KY,1810,ky.uscongress5.1810,ky.uscongress5.1810.xml,FALSE,5
KY,1810,ky.uscongress5.special.1810,ky.uscongress5.special.1810.xml,TRUE,5
KY,1810,ky.uscongress6.1810,ky.uscongress6.1810.xml,FALSE,6
KY,1812,ky.uscongress1.1812,ky.uscongress1.1812.xml,FALSE,1
KY,1812,ky.uscongress2.1812,ky.uscongress2.1812.xml,FALSE,2
KY,1812,ky.uscongress3.1812,ky.uscongress3.1812.xml,FALSE,3
KY,1812,ky.uscongress4.1812,ky.uscongress4.1812.xml,FALSE,4
KY,1812,ky.uscongress5.1812,ky.uscongress5.1812.xml,FALSE,5
KY,1812,ky.uscongress6.1812,ky.uscongress6.1812.xml,FALSE,6
KY,1812,ky.uscongress7.1812,ky.uscongress7.1812.xml,FALSE,7
KY,1812,ky.uscongress8.1812,ky.uscongress8.1812.xml,FALSE,8
KY,1812,ky.uscongress9.1812,ky.uscongress9.1812.xml,FALSE,9
KY,1812,ky.uscongress10.1812,ky.uscongress10.1812.xml,FALSE,10
KY,1813,ky.uscongress8.special.1813,ky.uscongress8.special.1813.xml,TRUE,8
KY,1814,ky.uscongress1.1814,ky.uscongress1.1814.xml,FALSE,1
KY,1814,ky.specialelectionuscongress2.1814,ky.specialelectionuscongress2.1814.xml,TRUE,2
KY,1814,ky.uscongress2.1814,ky.uscongress2.1814.xml,FALSE,2
KY,1814,ky.uscongress3.1814,ky.uscongress3.1814.xml,FALSE,3
KY,1814,ky.uscongress4.1814,ky.uscongress4.1814.xml,FALSE,4
KY,1814,ky.uscongress5.1814,ky.uscongress5.1814.xml,FALSE,5
KY,1814,ky.uscongress6.1814,ky.uscongress6.1814.xml,FALSE,6
KY,1814,ky.uscongress7.1814,ky.uscongress7.1814.xml,FALSE,7
KY,1814,ky.uscongress8.1814,ky.uscongress8.1814.xml,FALSE,8
KY,1814,ky.uscongress9.1814,ky.uscongress9.1814.xml,FALSE,9
KY,1814,ky.uscongress10.1814,ky.uscongress10.1814.xml,FALSE,10
KY,1815,ky.uscongress2.special.1815,ky.uscongress2.special.1815.xml,TRUE,2
KY,1816,ky.specialuscongress1.1816,ky.specialuscongress1.1816.xml,TRUE,1
KY,1816,ky.uscongress1.1816,ky.uscongress1.1816.xml,FALSE,1
KY,1816,ky.uscongress2.1816,ky.uscongress2.1816.xml,FALSE,2
KY,1816,ky.uscongress3.1816,ky.uscongress3.1816.xml,FALSE,3
KY,1816,ky.uscongress4.1816,ky.uscongress4.1816.xml,FALSE,4
KY,1816,ky.uscongress5.1816,ky.uscongress5.1816.xml,FALSE,5
KY,1816,ky.uscongress6.1816,ky.uscongress6.1816.xml,FALSE,6
KY,1816,ky.uscongress7.1816,ky.uscongress7.1816.xml,FALSE,7
KY,1816,ky.uscongress8.1816,ky.uscongress8.1816.xml,FALSE,8
KY,1816,ky.uscongress9.1816,ky.uscongress9.1816.xml,FALSE,9
KY,1816,ky.uscongress10.1816,ky.uscongress10.1816.xml,FALSE,10
KY,1818,ky.uscongress1.1818,ky.uscongress1.1818.xml,FALSE,1
KY,1818,ky.uscongress2.1818,ky.uscongress2.1818.xml,FALSE,2
KY,1818,ky.uscongress3.1818,ky.uscongress3.1818.xml,FALSE,3
KY,1818,ky.uscongress4.1818,ky.uscongress4.1818.xml,FALSE,4
KY,1818,ky.uscongress5.1818,ky.uscongress5.1818.xml,FALSE,5
KY,1818,ky.uscongress6.1818,ky.uscongress6.1818.xml,FALSE,6
KY,1818,ky.uscongress7.1818,ky.uscongress7.1818.xml,FALSE,7
KY,1818,ky.uscongress8.1818,ky.uscongress8.1818.xml,FALSE,8
KY,1818,ky.uscongress9.1818,ky.uscongress9.1818.xml,FALSE,9
KY,1818,ky.uscongress10.1818,ky.uscongress10.1818.xml,FALSE,10
KY,1820,ky.uscongress1.1820,ky.uscongress1.1820.xml,FALSE,1
KY,1820,ky.uscongress2.1820,ky.uscongress2.1820.xml,FALSE,2
KY,1820,ky.uscongress3.1820,ky.uscongress3.1820.xml,FALSE,3
KY,1820,ky.uscongress4.1820,ky.uscongress4.1820.xml,FALSE,4
KY,1820,ky.uscongress5.1820,ky.uscongress5.1820.xml,FALSE,5
KY,1820,ky.uscongress6.1820,ky.uscongress6.1820.xml,FALSE,6
KY,1820,ky.uscongress7.1820,ky.uscongress7.1820.xml,FALSE,7
KY,1820,ky.uscongress8.1820,ky.uscongress8.1820.xml,FALSE,8
KY,1820,ky.uscongress9.1820,ky.uscongress9.1820.xml,FALSE,9
KY,1820,ky.uscongress10.1820,ky.uscongress10.1820.xml,FALSE,10
KY,1821,ky.uscongress7.1821,ky.uscongress7.1821.xml,FALSE,7
KY,1821,ky.uscongress8.1821,ky.uscongress8.1821.xml,FALSE,8
KY,1822,ky.uscongress1.1822,ky.uscongress1.1822.xml,FALSE,1
KY,1822,ky.uscongress2.1822,ky.uscongress2.1822.xml,FALSE,2
KY,1822,ky.uscongress3.1822,ky.uscongress3.1822.xml,FALSE,3
KY,1822,ky.uscongress4.1822,ky.uscongress4.1822.xml,FALSE,4
KY,1822,ky.uscongress5.1822,ky.uscongress5.1822.xml,FALSE,5
KY,1822,ky.uscongress6.1822,ky.uscongress6.1822.xml,FALSE,6
KY,1822,ky.uscongress7.1822,ky.uscongress7.1822.xml,FALSE,7
KY,1822,ky.uscongress8.1822,ky.uscongress8.1822.xml,FALSE,8
KY,1822,ky.uscongress9.1822,ky.uscongress9.1822.xml,FALSE,9
KY,1822,ky.uscongress10.1822,ky.uscongress10.1822.xml,FALSE,10
KY,1822,ky.uscongress11.1822,ky.uscongress11.1822.xml,FALSE,11
KY,1822,ky.uscongress12.1822,ky.uscongress12.1822.xml,FALSE,12
KY,1824,ky.uscongress1.1824,ky.uscongress1.1824.xml,FALSE,1
KY,1824,ky.uscongress2.1824,ky.uscongress2.1824.xml,FALSE,2
KY,1824,ky.uscongress3.1824,ky.uscongress3.1824.xml,FALSE,3
KY,1824,ky.uscongress4.1824,ky.uscongress4.1824.xml,FALSE,4
KY,1824,ky.uscongress5.1824,ky.uscongress5.1824.xml,FALSE,5
KY,1824,ky.uscongress6.1824,ky.uscongress6.1824.xml,FALSE,6
KY,1824,ky.uscongress7.1824,ky.uscongress7.1824.xml,FALSE,7
KY,1824,ky.uscongress8.1824,ky.uscongress8.1824.xml,FALSE,8
KY,1824,ky.uscongress9.1824,ky.uscongress9.1824.xml,FALSE,9
KY,1824,ky.uscongress10.1824,ky.uscongress10.1824.xml,FALSE,10
KY,1824,ky.uscongress11.1824,ky.uscongress11.1824.xml,FALSE,11
KY,1824,ky.uscongress12.1824,ky.uscongress12.1824.xml,FALSE,12
KY,1825,ky.specialcongress3.1825,ky.specialcongress3.1825.xml,TRUE,3
KY,1826,ky.uscongress5.1826,ky.uscongress5.1826.xml,FALSE,5
KY,1826,ky.uscongress12.1826,ky.uscongress12.1826.xml,FALSE,12
LA,1812,la.uscongress12thspecial.1812,la.uscongress12thspecial.1812.xml,TRUE,NA
LA,1812,la.uscongress13th.1812,la.uscongress13th.1812.xml,FALSE,NA
LA,1814,la.uscongress.1814,la.uscongress.1814.xml,FALSE,NA
LA,1816,la.uscongress.1816,la.uscongress.1816.xml,FALSE,NA
LA,1818,la.uscongress.1818,la.uscongress.1818.xml,FALSE,NA
LA,1820,la.uscongress.1820,la.uscongress.1820.xml,FALSE,NA
LA,1822,la.uscongress1.1822,la.uscongress1.1822.xml,FALSE,1
LA,1822,la.uscongress2.1822,la.uscongress2.1822.xml,FALSE,2
LA,1822,la.uscongress3.1822,la.uscongress3.1822.xml,FALSE,3
LA,1824,la.uscongress1.1824,la.uscongress1.1824.xml,FALSE,1
LA,1824,la.uscongress2.1824,la.uscongress2.1824.xml,FALSE,2
LA,1824,la.uscongress3.1824,la.uscongress3.1824.xml,FALSE,3
MA,1788,ma.uscongress.1.1788,ma.uscongress.1.1788.xml,FALSE,1
MA,1788,ma.uscongress.2.1788,ma.uscongress.2.1788.xml,FALSE,2
MA,1788,ma.uscongress.3.1788,ma.uscongress.3.1788.xml,FALSE,3
MA,1788,ma.uscongress.4.1788,ma.uscongress.4.1788.xml,FALSE,4
MA,1788,ma.uscongress.5.1788,ma.uscongress.5.1788.xml,FALSE,5
MA,1788,ma.uscongress.6.1788,ma.uscongress.6.1788.xml,FALSE,6
MA,1788,ma.uscongress.7.1788,ma.uscongress.7.1788.xml,FALSE,7
MA,1788,ma.uscongress.8.1788,ma.uscongress.8.1788.xml,FALSE,8
MA,1789,ma.uscongress.2.ballot2.1789,ma.uscongress.2.ballot2.1789.xml,FALSE,2
MA,1789,ma.uscongress.3.ballot2.1789,ma.uscongress.3.ballot2.1789.xml,FALSE,3
MA,1789,ma.uscongress.4.ballot2.1789,ma.uscongress.4.ballot2.1789.xml,FALSE,4
MA,1789,ma.uscongress.4.ballot3.1789,ma.uscongress.4.ballot3.1789.xml,FALSE,4
MA,1789,ma.uscongress.4.ballot4.1789,ma.uscongress.4.ballot4.1789.xml,FALSE,4
MA,1789,ma.uscongress.4.ballot5.1789,ma.uscongress.4.ballot5.1789.xml,FALSE,4
MA,1789,ma.uscongress.8.ballot2.1789,ma.uscongress.8.ballot2.1789.xml,FALSE,8
MA,1789,ma.uscongress.8.ballot3.1789,ma.uscongress.8.ballot3.1789.xml,FALSE,8
MA,1790,ma.uscongress.1.1790,ma.uscongress.1.1790.xml,FALSE,1
MA,1790,ma.uscongress.2.1790,ma.uscongress.2.1790.xml,FALSE,2
MA,1790,ma.uscongress.3.1790,ma.uscongress.3.1790.xml,FALSE,3
MA,1790,ma.uscongress.4.1790,ma.uscongress.4.1790.xml,FALSE,4
MA,1790,ma.uscongress.5.1790,ma.uscongress.5.1790.xml,FALSE,5
MA,1790,ma.uscongress.5.ballot2.1790,ma.uscongress.5.ballot2.1790.xml,FALSE,5
MA,1790,ma.uscongress.6.1790,ma.uscongress.6.1790.xml,FALSE,6
MA,1790,ma.uscongress.6.ballot2.1790,ma.uscongress.6.ballot2.1790.xml,FALSE,6
MA,1790,ma.uscongress.7.1790,ma.uscongress.7.1790.xml,FALSE,7
MA,1790,ma.uscongress.7.ballot2.1790,ma.uscongress.7.ballot2.1790.xml,FALSE,7
MA,1790,ma.uscongress.8.1790,ma.uscongress.8.1790.xml,FALSE,8
MA,1790,ma.uscongress.8.ballot2.1790,ma.uscongress.8.ballot2.1790.xml,FALSE,8
MA,1791,ma.uscongress.6.ballot3.1791,ma.uscongress.6.ballot3.1791.xml,FALSE,6
MA,1791,ma.uscongress.6.ballot4.1791,ma.uscongress.6.ballot4.1791.xml,FALSE,6
MA,1791,ma.uscongress.6.ballot5.1791,ma.uscongress.6.ballot5.1791.xml,FALSE,6
MA,1791,ma.uscongress.6.ballot6.1791,ma.uscongress.6.ballot6.1791.xml,FALSE,6
MA,1791,ma.uscongress.6.ballot7.1791,ma.uscongress.6.ballot7.1791.xml,FALSE,6
MA,1791,ma.uscongress.6.ballot8.1791,ma.uscongress.6.ballot8.1791.xml,FALSE,6
MA,1791,ma.uscongress.8.ballot3.1791,ma.uscongress.8.ballot3.1791.xml,FALSE,8
MA,1791,ma.uscongress.8.ballot4.1791,ma.uscongress.8.ballot4.1791.xml,FALSE,8
MA,1792,ma.uscongress.1.1792,ma.uscongress.1.1792.xml,FALSE,1
MA,1792,ma.uscongress.1.essex.1792,ma.uscongress.1.essex.1792.xml,FALSE,1
MA,1792,ma.uscongress.1.middlesex.1792,ma.uscongress.1.middlesex.1792.xml,FALSE,1
MA,1792,ma.uscongress.1.suffolk.1792,ma.uscongress.1.suffolk.1792.xml,FALSE,1
MA,1792,ma.uscongress.2.1792,ma.uscongress.2.1792.xml,FALSE,2
MA,1792,ma.uscongress.2.berkshire.1792,ma.uscongress.2.berkshire.1792.xml,FALSE,2
MA,1792,ma.uscongress.2.hampshire.1792,ma.uscongress.2.hampshire.1792.xml,FALSE,2
MA,1792,ma.uscongress.2.worcester.1792,ma.uscongress.2.worcester.1792.xml,FALSE,2
MA,1792,ma.uscongress.3.barnstableplymouth.1792,ma.uscongress.3.barnstableplymouth.1792.xml,FALSE,3
MA,1792,ma.uscongress.3.bristoldukesnantucket.1792,ma.uscongress.3.bristoldukesnantucket.1792.xml,FALSE,3
MA,1792,ma.uscongress.4.cumberland.1792,ma.uscongress.4.cumberland.1792.xml,FALSE,4
MA,1792,ma.uscongress.4.lincolnhancockwashington.1792,ma.uscongress.4.lincolnhancockwashington.1792.xml,FALSE,4
MA,1792,ma.uscongress.4.york.1792,ma.uscongress.4.york.1792.xml,FALSE,4
MA,1792,ma.uscongress.6.ballot9.1792,ma.uscongress.6.ballot9.1792.xml,FALSE,6
MA,1792,ma.uscongress.atlarge.1792,ma.uscongress.atlarge.1792.xml,FALSE,NA
MA,1793,ma.uscongress.1.ballot2.1793,ma.uscongress.1.ballot2.1793.xml,FALSE,1
MA,1793,ma.uscongress.1.ballot3.1793,ma.uscongress.1.ballot3.1793.xml,FALSE,1
MA,1793,ma.uscongress.2.ballot2.1793,ma.uscongress.2.ballot2.1793.xml,FALSE,2
MA,1793,ma.uscongress.2.ballot3.1793,ma.uscongress.2.ballot3.1793.xml,FALSE,2
MA,1793,ma.uscongress.2.hampshire.ballot2.1793,ma.uscongress.2.hampshire.ballot2.1793.xml,FALSE,2
MA,1793,ma.uscongress.2.hampshire.ballot3.1793,ma.uscongress.2.hampshire.ballot3.1793.xml,FALSE,2
MA,1793,ma.uscongress.3.barnstableplymouth.ballot2.1793,ma.uscongress.3.barnstableplymouth.ballot2.1793.xml,FALSE,3
MA,1793,ma.uscongress.4.cumberland.ballot2.1793,ma.uscongress.4.cumberland.ballot2.1793.xml,FALSE,4
MA,1793,ma.uscongress.4.cumberland.ballot3.1793,ma.uscongress.4.cumberland.ballot3.1793.xml,FALSE,4
MA,1793,ma.uscongress.4.lincolnhancockwashington.ballot2.1793,ma.uscongress.4.lincolnhancockwashington.ballot2.1793.xml,FALSE,4
MA,1794,ma.uscongress.eastern.1.1794,ma.uscongress.eastern.1.1794.xml,FALSE,1
MA,1794,ma.uscongress.middle.1.1794,ma.uscongress.middle.1.1794.xml,FALSE,1
MA,1794,ma.uscongress.southern.1.1794,ma.uscongress.southern.1.1794.xml,FALSE,1
MA,1794,ma.uscongress.western.1.1794,ma.uscongress.western.1.1794.xml,FALSE,1
MA,1794,ma.uscongress.eastern.2.1794,ma.uscongress.eastern.2.1794.xml,FALSE,2
MA,1794,ma.uscongress.middle.2.1794,ma.uscongress.middle.2.1794.xml,FALSE,2
MA,1794,ma.uscongress.southern.2.1794,ma.uscongress.southern.2.1794.xml,FALSE,2
MA,1794,ma.uscongress.western.2.1794,ma.uscongress.western.2.1794.xml,FALSE,2
MA,1794,ma.uscongress.eastern.3.1794,ma.uscongress.eastern.3.1794.xml,FALSE,3
