nnv_id,county,election_office,state,congress,district,year,election_type
ga.uscongress.upperdistrict.1789,Wilkes,U.S. House of Representatives,GA,1,3,1789,general
ma.uscongress.1.1788,Suffolk,U.S. House of Representatives,MA,1,1,1788,general
ma.uscongress.2.ballot2.1789,Essex,U.S. House of Representatives,MA,1,2,1789,general
ma.uscongress.3.ballot2.1789,Middlesex,U.S. House of Representatives,MA,1,3,1789,general
ma.uscongress.4.ballot5.1789,Berkshire,U.S. House of Representatives,MA,1,4,1789,general
ma.uscongress.4.ballot5.1789,Hampshire,U.S. House of Representatives,MA,1,4,1789,general
ma.uscongress.5.1788,Barnstable,U.S. House of Representatives,MA,1,5,1788,general
ma.uscongress.5.1788,Plymouth,U.S. House of Representatives,MA,1,5,1788,general
ma.uscongress.6.1788,Cumberland,U.S. House of Representatives,MA,1,6,1788,general
ma.uscongress.6.1788,Lincoln,U.S. House of Representatives,MA,1,6,1788,general
ma.uscongress.6.1788,York,U.S. House of Representatives,MA,1,6,1788,general
ma.uscongress.7.1788,Bristol,U.S. House of Representatives,MA,1,7,1788,general
ma.uscongress.7.1788,Dukes,U.S. House of Representatives,MA,1,7,1788,general
ma.uscongress.7.1788,Nantucket,U.S. House of Representatives,MA,1,7,1788,general
ma.uscongress.8.ballot3.1789,Worcester,U.S. House of Representatives,MA,1,8,1789,general
md.uscongress.1789,Anne Arundel,U.S. House of Representatives,MD,1,NA,1789,general
md.uscongress.1789,Baltimore,U.S. House of Representatives,MD,1,NA,1789,general
md.uscongress.1789,Calvert,U.S. House of Representatives,MD,1,NA,1789,general
md.uscongress.1789,Caroline,U.S. House of Representatives,MD,1,NA,1789,general
md.uscongress.1789,Cecil,U.S. House of Representatives,MD,1,NA,1789,general
md.uscongress.1789,Charles,U.S. House of Representatives,MD,1,NA,1789,general
md.uscongress.1789,Dorchester,U.S. House of Representatives,MD,1,NA,1789,general
md.uscongress.1789,Frederick,U.S. House of Representatives,MD,1,NA,1789,general
md.uscongress.1789,Harford,U.S. House of Representatives,MD,1,NA,1789,general
md.uscongress.1789,Kent,U.S. House of Representatives,MD,1,NA,1789,general
md.uscongress.1789,Montgomery,U.S. House of Representatives,MD,1,NA,1789,general
md.uscongress.1789,Prince George's,U.S. House of Representatives,MD,1,NA,1789,general
md.uscongress.1789,Queen Anne's,U.S. House of Representatives,MD,1,NA,1789,general
md.uscongress.1789,Saint Mary's,U.S. House of Representatives,MD,1,NA,1789,general
md.uscongress.1789,Somerset,U.S. House of Representatives,MD,1,NA,1789,general
md.uscongress.1789,Talbot,U.S. House of Representatives,MD,1,NA,1789,general
md.uscongress.1789,Washington,U.S. House of Representatives,MD,1,NA,1789,general
md.uscongress.1789,Worcester,U.S. House of Representatives,MD,1,NA,1789,general
nc.uscongress1.1790,Caswell,U.S. House of Representatives,NC,1,1,1790,general
nc.uscongress1.1790,Chatham,U.S. House of Representatives,NC,1,1,1790,general
nc.uscongress1.1790,Edgecombe,U.S. House of Representatives,NC,1,1,1790,general
nc.uscongress1.1790,Franklin,U.S. House of Representatives,NC,1,1,1790,general
nc.uscongress1.1790,Granville,U.S. House of Representatives,NC,1,1,1790,general
nc.uscongress1.1790,Halifax,U.S. House of Representatives,NC,1,1,1790,general
nc.uscongress1.1790,Martin,U.S. House of Representatives,NC,1,1,1790,general
nc.uscongress1.1790,Nash,U.S. House of Representatives,NC,1,1,1790,general
nc.uscongress1.1790,Northampton,U.S. House of Representatives,NC,1,1,1790,general
nc.uscongress1.1790,Orange,U.S. House of Representatives,NC,1,1,1790,general
nc.uscongress1.1790,Randolph,U.S. House of Representatives,NC,1,1,1790,general
nc.uscongress1.1790,Wake,U.S. House of Representatives,NC,1,1,1790,general
nc.uscongress1.1790,Warren,U.S. House of Representatives,NC,1,1,1790,general
nc.uscongress2.1790,Beaufort,U.S. House of Representatives,NC,1,2,1790,general
nc.uscongress2.1790,Bertie,U.S. House of Representatives,NC,1,2,1790,general
nc.uscongress2.1790,Camden,U.S. House of Representatives,NC,1,2,1790,general
nc.uscongress2.1790,Carteret,U.S. House of Representatives,NC,1,2,1790,general
nc.uscongress2.1790,Chowan,U.S. House of Representatives,NC,1,2,1790,general
nc.uscongress2.1790,Craven,U.S. House of Representatives,NC,1,2,1790,general
nc.uscongress2.1790,Currituck,U.S. House of Representatives,NC,1,2,1790,general
nc.uscongress2.1790,Dobbs,U.S. House of Representatives,NC,1,2,1790,general
nc.uscongress2.1790,Gates,U.S. House of Representatives,NC,1,2,1790,general
nc.uscongress2.1790,Hertford,U.S. House of Representatives,NC,1,2,1790,general
nc.uscongress2.1790,Hyde,U.S. House of Representatives,NC,1,2,1790,general
nc.uscongress2.1790,Johnston,U.S. House of Representatives,NC,1,2,1790,general
nc.uscongress2.1790,Jones,U.S. House of Representatives,NC,1,2,1790,general
nc.uscongress2.1790,Pasquotank,U.S. House of Representatives,NC,1,2,1790,general
nc.uscongress2.1790,Perquimans,U.S. House of Representatives,NC,1,2,1790,general
nc.uscongress2.1790,Pitt,U.S. House of Representatives,NC,1,2,1790,general
nc.uscongress2.1790,Tyrell,U.S. House of Representatives,NC,1,2,1790,general
nc.uscongress2.1790,Wayne,U.S. House of Representatives,NC,1,2,1790,general
nc.uscongress3.1790,Bladen,U.S. House of Representatives,NC,1,3,1790,general
nc.uscongress3.1790,Brunswick,U.S. House of Representatives,NC,1,3,1790,general
nc.uscongress3.1790,Cumberland,U.S. House of Representatives,NC,1,3,1790,general
nc.uscongress3.1790,Duplin,U.S. House of Representatives,NC,1,3,1790,general
nc.uscongress3.1790,Moore,U.S. House of Representatives,NC,1,3,1790,general
nc.uscongress3.1790,New Hanover,U.S. House of Representatives,NC,1,3,1790,general
nc.uscongress3.1790,Onslow,U.S. House of Representatives,NC,1,3,1790,general
nc.uscongress3.1790,Richmond,U.S. House of Representatives,NC,1,3,1790,general
nc.uscongress3.1790,Robeson,U.S. House of Representatives,NC,1,3,1790,general
nc.uscongress3.1790,Sampson,U.S. House of Representatives,NC,1,3,1790,general
nc.uscongress4.1790,Anson,U.S. House of Representatives,NC,1,4,1790,general
nc.uscongress4.1790,Burke,U.S. House of Representatives,NC,1,4,1790,general
nc.uscongress4.1790,Guilford,U.S. House of Representatives,NC,1,4,1790,general
nc.uscongress4.1790,Iredell,U.S. House of Representatives,NC,1,4,1790,general
nc.uscongress4.1790,Lincoln,U.S. House of Representatives,NC,1,4,1790,general
nc.uscongress4.1790,Mecklenburg,U.S. House of Representatives,NC,1,4,1790,general
nc.uscongress4.1790,Montgomery,U.S. House of Representatives,NC,1,4,1790,general
nc.uscongress4.1790,Rockingham,U.S. House of Representatives,NC,1,4,1790,general
nc.uscongress4.1790,Rowan,U.S. House of Representatives,NC,1,4,1790,general
nc.uscongress4.1790,Rutherford,U.S. House of Representatives,NC,1,4,1790,general
nc.uscongress4.1790,Stokes,U.S. House of Representatives,NC,1,4,1790,general
nc.uscongress4.1790,Surry,U.S. House of Representatives,NC,1,4,1790,general
nc.uscongress4.1790,Wilkes,U.S. House of Representatives,NC,1,4,1790,general
nc.uscongress5.1790,Davidson,U.S. House of Representatives,NC,1,5,1790,general
nc.uscongress5.1790,Greene,U.S. House of Representatives,NC,1,5,1790,general
nc.uscongress5.1790,Hawkins,U.S. House of Representatives,NC,1,5,1790,general
nc.uscongress5.1790,Sullivan,U.S. House of Representatives,NC,1,5,1790,general
nc.uscongress5.1790,Sumner,U.S. House of Representatives,NC,1,5,1790,general
nc.uscongress5.1790,Tennessee,U.S. House of Representatives,NC,1,5,1790,general
nc.uscongress5.1790,Washington,U.S. House of Representatives,NC,1,5,1790,general
nh.uscongress.1789,Cheshire,U.S. House of Representatives,NH,1,NA,1789,general
nh.uscongress.1789,Grafton,U.S. House of Representatives,NH,1,NA,1789,general
nh.uscongress.1789,Hillsborough,U.S. House of Representatives,NH,1,NA,1789,general
nh.uscongress.1789,Rockingham,U.S. House of Representatives,NH,1,NA,1789,general
nh.uscongress.1789,Strafford,U.S. House of Representatives,NH,1,NA,1789,general
nj.uscongress.1789,Bergen,U.S. House of Representatives,NJ,1,NA,1789,general
nj.uscongress.1789,Burlington,U.S. House of Representatives,NJ,1,NA,1789,general
nj.uscongress.1789,Cape May,U.S. House of Representatives,NJ,1,NA,1789,general
nj.uscongress.1789,Essex,U.S. House of Representatives,NJ,1,NA,1789,general
nj.uscongress.1789,Gloucester,U.S. House of Representatives,NJ,1,NA,1789,general
nj.uscongress.1789,Hunterdon,U.S. House of Representatives,NJ,1,NA,1789,general
nj.uscongress.1789,Middlesex,U.S. House of Representatives,NJ,1,NA,1789,general
nj.uscongress.1789,Monmouth,U.S. House of Representatives,NJ,1,NA,1789,general
nj.uscongress.1789,Morris,U.S. House of Representatives,NJ,1,NA,1789,general
nj.uscongress.1789,Salem,U.S. House of Representatives,NJ,1,NA,1789,general
nj.uscongress.1789,Somerset,U.S. House of Representatives,NJ,1,NA,1789,general
nj.uscongress.1789,Sussex,U.S. House of Representatives,NJ,1,NA,1789,general
ny.uscongress1.1789,Kings,U.S. House of Representatives,NY,1,1,1789,general
ny.uscongress1.1789,Queens,U.S. House of Representatives,NY,1,1,1789,general
ny.uscongress1.1789,Richmond,U.S. House of Representatives,NY,1,1,1789,general
ny.uscongress1.1789,Suffolk,U.S. House of Representatives,NY,1,1,1789,general
ny.uscongress2.1789,New York,U.S. House of Representatives,NY,1,2,1789,general
ny.uscongress2.1789,Westchester,U.S. House of Representatives,NY,1,2,1789,general
ny.uscongress3.1789,Dutchess,U.S. House of Representatives,NY,1,3,1789,general
ny.uscongress3.1789,Westchester,U.S. House of Representatives,NY,1,3,1789,general
ny.uscongress4.1789,Orange,U.S. House of Representatives,NY,1,4,1789,general
ny.uscongress4.1789,Ulster,U.S. House of Representatives,NY,1,4,1789,general
ny.uscongress5.1789,Albany,U.S. House of Representatives,NY,1,5,1789,general
ny.uscongress5.1789,Clinton,U.S. House of Representatives,NY,1,5,1789,general
ny.uscongress5.1789,Columbia,U.S. House of Representatives,NY,1,5,1789,general
ny.uscongress5.1789,Washington,U.S. House of Representatives,NY,1,5,1789,general
ny.uscongress6.1789,Albany,U.S. House of Representatives,NY,1,6,1789,general
ny.uscongress6.1789,Montgomery,U.S. House of Representatives,NY,1,6,1789,general
pa.congress.atlarge.1788,Bedford,U.S. House of Representatives,PA,1,NA,1788,general
pa.congress.atlarge.1788,Berks,U.S. House of Representatives,PA,1,NA,1788,general
pa.congress.atlarge.1788,Bucks,U.S. House of Representatives,PA,1,NA,1788,general
pa.congress.atlarge.1788,Chester,U.S. House of Representatives,PA,1,NA,1788,general
pa.congress.atlarge.1788,Cumberland,U.S. House of Representatives,PA,1,NA,1788,general
pa.congress.atlarge.1788,Dauphin,U.S. House of Representatives,PA,1,NA,1788,general
pa.congress.atlarge.1788,Fayette,U.S. House of Representatives,PA,1,NA,1788,general
pa.congress.atlarge.1788,Franklin,U.S. House of Representatives,PA,1,NA,1788,general
pa.congress.atlarge.1788,Huntingdon,U.S. House of Representatives,PA,1,NA,1788,general
pa.congress.atlarge.1788,Lancaster,U.S. House of Representatives,PA,1,NA,1788,general
pa.congress.atlarge.1788,Luzerne,U.S. House of Representatives,PA,1,NA,1788,general
pa.congress.atlarge.1788,Montgomery,U.S. House of Representatives,PA,1,NA,1788,general
pa.congress.atlarge.1788,Northampton,U.S. House of Representatives,PA,1,NA,1788,general
pa.congress.atlarge.1788,Northumberland,U.S. House of Representatives,PA,1,NA,1788,general
pa.congress.atlarge.1788,Philadelphia,U.S. House of Representatives,PA,1,NA,1788,general
pa.congress.atlarge.1788,Washington,U.S. House of Representatives,PA,1,NA,1788,general
pa.congress.atlarge.1788,Westmoreland,U.S. House of Representatives,PA,1,NA,1788,general
pa.congress.atlarge.1788,York,U.S. House of Representatives,PA,1,NA,1788,general
ri.uscongress1.1790,Bristol,U.S. House of Representatives,RI,1,NA,1790,general
ri.uscongress1.1790,Kent,U.S. House of Representatives,RI,1,NA,1790,general
ri.uscongress1.1790,Newport,U.S. House of Representatives,RI,1,NA,1790,general
ri.uscongress1.1790,Providence,U.S. House of Representatives,RI,1,NA,1790,general
ri.uscongress1.1790,Washington,U.S. House of Representatives,RI,1,NA,1790,general
va.uscongress.1.1789,Berkeley,U.S. House of Representatives,VA,1,1,1789,general
va.uscongress.1.1789,Frederick,U.S. House of Representatives,VA,1,1,1789,general
va.uscongress.1.1789,Hampshire,U.S. House of Representatives,VA,1,1,1789,general
va.uscongress.1.1789,Hardy,U.S. House of Representatives,VA,1,1,1789,general
va.uscongress.1.1789,Harrison,U.S. House of Representatives,VA,1,1,1789,general
va.uscongress.1.1789,Monongalia,U.S. House of Representatives,VA,1,1,1789,general
va.uscongress.1.1789,Ohio,U.S. House of Representatives,VA,1,1,1789,general
va.uscongress.1.1789,Randolph,U.S. House of Representatives,VA,1,1,1789,general
va.uscongress.1.1789,Shenandoah,U.S. House of Representatives,VA,1,1,1789,general
va.uscongress.10.1789,Charles City,U.S. House of Representatives,VA,1,10,1789,general
va.uscongress.10.1789,Chesterfield,U.S. House of Representatives,VA,1,10,1789,general
va.uscongress.10.1789,Elizabeth City,U.S. House of Representatives,VA,1,10,1789,general
va.uscongress.10.1789,Hanover,U.S. House of Representatives,VA,1,10,1789,general
va.uscongress.10.1789,Henrico,U.S. House of Representatives,VA,1,10,1789,general
va.uscongress.10.1789,James City,U.S. House of Representatives,VA,1,10,1789,general
va.uscongress.10.1789,New Kent,U.S. House of Representatives,VA,1,10,1789,general
va.uscongress.10.1789,Warwick,U.S. House of Representatives,VA,1,10,1789,general
va.uscongress.10.1789,York,U.S. House of Representatives,VA,1,10,1789,general
va.uscongress.2.1789,Bourbon,U.S. House of Representatives,VA,1,2,1789,general
va.uscongress.2.1789,Fayette,U.S. House of Representatives,VA,1,2,1789,general
va.uscongress.2.1789,Jefferson,U.S. House of Representatives,VA,1,2,1789,general
va.uscongress.2.1789,Lincoln,U.S. House of Representatives,VA,1,2,1789,general
va.uscongress.2.1789,Madison,U.S. House of Representatives,VA,1,2,1789,general
va.uscongress.2.1789,Mason,U.S. House of Representatives,VA,1,2,1789,general
va.uscongress.2.1789,Mercer,U.S. House of Representatives,VA,1,2,1789,general
va.uscongress.2.1789,Nelson,U.S. House of Representatives,VA,1,2,1789,general
va.uscongress.2.1789,Woodford,U.S. House of Representatives,VA,1,2,1789,general
va.uscongress.3.1789,Augusta,U.S. House of Representatives,VA,1,3,1789,general
va.uscongress.3.1789,Botetourt,U.S. House of Representatives,VA,1,3,1789,general
va.uscongress.3.1789,Greenbrier,U.S. House of Representatives,VA,1,3,1789,general
va.uscongress.3.1789,Montgomery,U.S. House of Representatives,VA,1,3,1789,general
va.uscongress.3.1789,Pendleton,U.S. House of Representatives,VA,1,3,1789,general
va.uscongress.3.1789,Rockbridge,U.S. House of Representatives,VA,1,3,1789,general
va.uscongress.3.1789,Rockingham,U.S. House of Representatives,VA,1,3,1789,general
va.uscongress.3.1789,Russell,U.S. House of Representatives,VA,1,3,1789,general
va.uscongress.3.1789,Washington,U.S. House of Representatives,VA,1,3,1789,general
va.uscongress.4.1789,Fairfax,U.S. House of Representatives,VA,1,4,1789,general
va.uscongress.4.1789,Fauquier,U.S. House of Representatives,VA,1,4,1789,general
va.uscongress.4.1789,King George,U.S. House of Representatives,VA,1,4,1789,general
va.uscongress.4.1789,Loudoun,U.S. House of Representatives,VA,1,4,1789,general
va.uscongress.4.1789,Prince William,U.S. House of Representatives,VA,1,4,1789,general
va.uscongress.4.1789,Stafford,U.S. House of Representatives,VA,1,4,1789,general
va.uscongress.5.1789,Albemarle,U.S. House of Representatives,VA,1,5,1789,general
va.uscongress.5.1789,Amherst,U.S. House of Representatives,VA,1,5,1789,general
va.uscongress.5.1789,Culpepper,U.S. House of Representatives,VA,1,5,1789,general
va.uscongress.5.1789,Fluvanna,U.S. House of Representatives,VA,1,5,1789,general
va.uscongress.5.1789,Goochland,U.S. House of Representatives,VA,1,5,1789,general
va.uscongress.5.1789,Louisa,U.S. House of Representatives,VA,1,5,1789,general
va.uscongress.5.1789,Orange,U.S. House of Representatives,VA,1,5,1789,general
va.uscongress.5.1789,Spotsylvania,U.S. House of Representatives,VA,1,5,1789,general
va.uscongress.6.1789,Bedford,U.S. House of Representatives,VA,1,6,1789,general
va.uscongress.6.1789,Buckingham,U.S. House of Representatives,VA,1,6,1789,general
va.uscongress.6.1789,Campbell,U.S. House of Representatives,VA,1,6,1789,general
va.uscongress.6.1789,Charlotte,U.S. House of Representatives,VA,1,6,1789,general
va.uscongress.6.1789,Franklin,U.S. House of Representatives,VA,1,6,1789,general
va.uscongress.6.1789,Halifax,U.S. House of Representatives,VA,1,6,1789,general
va.uscongress.6.1789,Henry,U.S. House of Representatives,VA,1,6,1789,general
va.uscongress.6.1789,Pittsylvania,U.S. House of Representatives,VA,1,6,1789,general
va.uscongress.6.1789,Prince Edward,U.S. House of Representatives,VA,1,6,1789,general
va.uscongress.7.1789,Caroline,U.S. House of Representatives,VA,1,7,1789,general
va.uscongress.7.1789,Essex,U.S. House of Representatives,VA,1,7,1789,general
va.uscongress.7.1789,Gloucester,U.S. House of Representatives,VA,1,7,1789,general
va.uscongress.7.1789,King and Queen,U.S. House of Representatives,VA,1,7,1789,general
va.uscongress.7.1789,King William,U.S. House of Representatives,VA,1,7,1789,general
va.uscongress.7.1789,Lancaster,U.S. House of Representatives,VA,1,7,1789,general
va.uscongress.7.1789,Middlesex,U.S. House of Representatives,VA,1,7,1789,general
va.uscongress.7.1789,Northumberland,U.S. House of Representatives,VA,1,7,1789,general
va.uscongress.7.1789,Richmond,U.S. House of Representatives,VA,1,7,1789,general
va.uscongress.7.1789,Westmoreland,U.S. House of Representatives,VA,1,7,1789,general
va.uscongress.8.1789,Accomack,U.S. House of Representatives,VA,1,8,1789,general
va.uscongress.8.1789,Isle of Wight,U.S. House of Representatives,VA,1,8,1789,general
va.uscongress.8.1789,Nansemond,U.S. House of Representatives,VA,1,8,1789,general
va.uscongress.8.1789,Norfolk,U.S. House of Representatives,VA,1,8,1789,general
va.uscongress.8.1789,Northampton,U.S. House of Representatives,VA,1,8,1789,general
va.uscongress.8.1789,Princess Anne,U.S. House of Representatives,VA,1,8,1789,general
va.uscongress.8.1789,Southampton,U.S. House of Representatives,VA,1,8,1789,general
va.uscongress.8.1789,Surry,U.S. House of Representatives,VA,1,8,1789,general
va.uscongress.9.1789,Amelia,U.S. House of Representatives,VA,1,9,1789,general
va.uscongress.9.1789,Brunswick,U.S. House of Representatives,VA,1,9,1789,general
va.uscongress.9.1789,Cumberland,U.S. House of Representatives,VA,1,9,1789,general
va.uscongress.9.1789,Dinwiddie,U.S. House of Representatives,VA,1,9,1789,general
va.uscongress.9.1789,Greensville,U.S. House of Representatives,VA,1,9,1789,general
va.uscongress.9.1789,Lunenburg,U.S. House of Representatives,VA,1,9,1789,general
va.uscongress.9.1789,Mecklenburg,U.S. House of Representatives,VA,1,9,1789,general
va.uscongress.9.1789,Powhatan,U.S. House of Representatives,VA,1,9,1789,general
va.uscongress.9.1789,Prince George,U.S. House of Representatives,VA,1,9,1789,general
va.uscongress.9.1789,Sussex,U.S. House of Representatives,VA,1,9,1789,general
de.uscongress.1790,Kent,U.S. House of Representatives,DE,2,NA,1790,general
ga.uscongress.MiddleDistrict.1791,Burke,U.S. House of Representatives,GA,2,2,1791,general
ga.uscongress.MiddleDistrict.1791,Columbia,U.S. House of Representatives,GA,2,2,1791,general
ga.uscongress.MiddleDistrict.1791,Richmond,U.S. House of Representatives,GA,2,2,1791,general
ga.uscongress.MiddleDistrict.1791,Washington,U.S. House of Representatives,GA,2,2,1791,general
ga.uscongress.NorthernDistrict.1791,Greene,U.S. House of Representatives,GA,2,3,1791,general
ga.uscongress.NorthernDistrict.1791,Wilkes,U.S. House of Representatives,GA,2,3,1791,general
ga.uscongress.SouthernDistrict.1791,Camden,U.S. House of Representatives,GA,2,1,1791,general
ga.uscongress.SouthernDistrict.1791,Chatham,U.S. House of Representatives,GA,2,1,1791,general
ga.uscongress.SouthernDistrict.1791,Effingham,U.S. House of Representatives,GA,2,1,1791,general
ga.uscongress.SouthernDistrict.1791,Glynn,U.S. House of Representatives,GA,2,1,1791,general
ga.uscongress.SouthernDistrict.1791,Liberty,U.S. House of Representatives,GA,2,1,1791,general
ma.uscongress.1.1790,Suffolk,U.S. House of Representatives,MA,2,1,1790,general
ma.uscongress.2.1790,Essex,U.S. House of Representatives,MA,2,2,1790,general
ma.uscongress.3.1790,Middlesex,U.S. House of Representatives,MA,2,3,1790,general
ma.uscongress.4.1790,Berkshire,U.S. House of Representatives,MA,2,4,1790,general
ma.uscongress.4.1790,Hampshire,U.S. House of Representatives,MA,2,4,1790,general
ma.uscongress.5.ballot2.1790,Barnstable,U.S. House of Representatives,MA,2,5,1790,general
ma.uscongress.5.ballot2.1790,Plymouth,U.S. House of Representatives,MA,2,5,1790,general
ma.uscongress.7.ballot2.1790,Worcester,U.S. House of Representatives,MA,2,7,1790,general
ma.uscongress.8.ballot4.1791,Cumberland,U.S. House of Representatives,MA,2,8,1791,general
ma.uscongress.8.ballot4.1791,Hancock,U.S. House of Representatives,MA,2,8,1791,general
ma.uscongress.8.ballot4.1791,Lincoln,U.S. House of Representatives,MA,2,8,1791,general
ma.uscongress.8.ballot4.1791,Washington,U.S. House of Representatives,MA,2,8,1791,general
ma.uscongress.8.ballot4.1791,York,U.S. House of Representatives,MA,2,8,1791,general
md.uscongress.1790,Allegany,U.S. House of Representatives,MD,2,NA,1790,general
md.uscongress.1790,Anne Arundel,U.S. House of Representatives,MD,2,NA,1790,general
md.uscongress.1790,Baltimore,U.S. House of Representatives,MD,2,NA,1790,general
md.uscongress.1790,Calvert,U.S. House of Representatives,MD,2,NA,1790,general
md.uscongress.1790,Caroline,U.S. House of Representatives,MD,2,NA,1790,general
md.uscongress.1790,Cecil,U.S. House of Representatives,MD,2,NA,1790,general
md.uscongress.1790,Charles,U.S. House of Representatives,MD,2,NA,1790,general
md.uscongress.1790,Dorchester,U.S. House of Representatives,MD,2,NA,1790,general
md.uscongress.1790,Frederick,U.S. House of Representatives,MD,2,NA,1790,general
md.uscongress.1790,Harford,U.S. House of Representatives,MD,2,NA,1790,general
md.uscongress.1790,Kent,U.S. House of Representatives,MD,2,NA,1790,general
md.uscongress.1790,Montgomery,U.S. House of Representatives,MD,2,NA,1790,general
md.uscongress.1790,Prince George's,U.S. House of Representatives,MD,2,NA,1790,general
md.uscongress.1790,Queen Anne's,U.S. House of Representatives,MD,2,NA,1790,general
md.uscongress.1790,Saint Mary's,U.S. House of Representatives,MD,2,NA,1790,general
md.uscongress.1790,Somerset,U.S. House of Representatives,MD,2,NA,1790,general
md.uscongress.1790,Talbot,U.S. House of Representatives,MD,2,NA,1790,general
md.uscongress.1790,Washington,U.S. House of Representatives,MD,2,NA,1790,general
md.uscongress.1790,Worcester,U.S. House of Representatives,MD,2,NA,1790,general
nc.uscongress1.1791,Burke,U.S. House of Representatives,NC,2,1,1791,general
nc.uscongress1.1791,Guilford,U.S. House of Representatives,NC,2,1,1791,general
nc.uscongress1.1791,Iredell,U.S. House of Representatives,NC,2,1,1791,general
nc.uscongress1.1791,Lincoln,U.S. House of Representatives,NC,2,1,1791,general
nc.uscongress1.1791,Mecklenburg,U.S. House of Representatives,NC,2,1,1791,general
nc.uscongress1.1791,Montgomery,U.S. House of Representatives,NC,2,1,1791,general
nc.uscongress1.1791,Rockingham,U.S. House of Representatives,NC,2,1,1791,general
nc.uscongress1.1791,Rowan,U.S. House of Representatives,NC,2,1,1791,general
nc.uscongress1.1791,Rutherford,U.S. House of Representatives,NC,2,1,1791,general
nc.uscongress1.1791,Stokes,U.S. House of Representatives,NC,2,1,1791,general
nc.uscongress1.1791,Surry,U.S. House of Representatives,NC,2,1,1791,general
nc.uscongress1.1791,Wilkes,U.S. House of Representatives,NC,2,1,1791,general
nc.uscongress2.1791,Caswell,U.S. House of Representatives,NC,2,2,1791,general
nc.uscongress2.1791,Chatham,U.S. House of Representatives,NC,2,2,1791,general
nc.uscongress2.1791,Franklin,U.S. House of Representatives,NC,2,2,1791,general
nc.uscongress2.1791,Granville,U.S. House of Representatives,NC,2,2,1791,general
nc.uscongress2.1791,Orange,U.S. House of Representatives,NC,2,2,1791,general
nc.uscongress2.1791,Randolph,U.S. House of Representatives,NC,2,2,1791,general
nc.uscongress2.1791,Wake,U.S. House of Representatives,NC,2,2,1791,general
nc.uscongress2.1791,Warren,U.S. House of Representatives,NC,2,2,1791,general
nc.uscongress3.1791,Craven,U.S. House of Representatives,NC,2,3,1791,general
nc.uscongress3.1791,Dobbs,U.S. House of Representatives,NC,2,3,1791,general
nc.uscongress3.1791,Edgecombe,U.S. House of Representatives,NC,2,3,1791,general
nc.uscongress3.1791,Halifax,U.S. House of Representatives,NC,2,3,1791,general
