town,state,city_state,lat,lon,administrative_area_level_3,administrative_area_level_2,administrative_area_level_1,checked
Cato,New York,"Cato, New York",43.1681225,-76.5729987,NA,Cayuga County,New York,TRUE
Catts-Kill,New York,"Catts-Kill, New York",42.2173102,-73.8645734,Catskill,Greene County,New York,TRUE
Caughnawaga,New York,"Caughnawaga, New York",42.99159002898986,-74.19685363769531,South Dundas,"Stormont, Dundas and Glengarry United Counties",Ontario,TRUE
Chaarleton,New York,"Chaarleton, New York",42.9334089,-73.9690142,Charlton,Saratoga County,New York,TRUE
Champien,New York,"Champien, New York",43.9622893,-75.6901951,Champion,Jefferson County,New York,TRUE
Champion,New York,"Champion, New York",43.9622893,-75.6901951,Champion,Jefferson County,New York,TRUE
Champlaign,New York,"Champlaign, New York",44.9864273,-73.4465251,Champlain,Clinton County,New York,TRUE
Champlain,New York,"Champlain, New York",44.9864273,-73.4465251,Champlain,Clinton County,New York,TRUE
Champlin,New York,"Champlin, New York",44.9864273,-73.4465251,Champlain,Clinton County,New York,TRUE
Charleston,New York,"Charleston, New York",42.819580715795915,-74.28131103515625,NA,Richmond County,New York,TRUE
Charlestown,New York,"Charlestown, New York",42.81731423643948,-74.290924072265625,NA,Washington County,Rhode Island,TRUE
Charleton,New York,"Charleton, New York",42.93443260037529,-73.96064758300781,Charlton,Saratoga County,New York,TRUE
Charlston,New York,"Charlston, New York",42.82209892875648,-74.30431365966797,NA,Richmond County,New York,TRUE
Charlstown,New York,"Charlstown, New York",42.81152174509788,-74.288177490234375,NA,Washington County,Rhode Island,TRUE
Charlton,New York,"Charlton, New York",42.9334089,-73.9690142,Charlton,Saratoga County,New York,TRUE
Chateagay,New York,"Chateagay, New York",44.9264336,-74.0796081,Chateaugay,Franklin County,New York,TRUE
Chateaugay,New York,"Chateaugay, New York",44.9264336,-74.0796081,Chateaugay,Franklin County,New York,TRUE
Chateauguay,New York,"Chateauguay, New York",44.9264336,-74.0796081,Chateaugay,Franklin County,New York,TRUE
Chattagua,New York,"Chattagua, New York",42.209774,-79.4668445,Chautauqua,Chautauqua County,New York,TRUE
Chattaguay,New York,"Chattaguay, New York",44.9264336,-74.0796081,Chateaugay,Franklin County,New York,TRUE
Chautaugue,New York,"Chautaugue, New York",42.209774,-79.4668445,Chautauqua,Chautauqua County,New York,TRUE
Chazy,New York,"Chazy, New York",44.8895329,-73.4360334,Chazy,Clinton County,New York,TRUE
Cheesecocks,New York,"Cheesecocks, New York",41.3169326,-74.1900385,Monroe,Orange County,New York,TRUE
Chemong,New York,"Chemong, New York",42.0089992226549,-76.61384582519531,Clarkstown,Rockland County,New York,TRUE
Chemung,New York,"Chemung, New York",42.0084073,-76.6238369,Chemung,Chemung County,New York,TRUE
Chemungo,New York,"Chemungo, New York",42.0084073,-76.6238369,Chemung,Chemung County,New York,TRUE
Chenango,New York,"Chenango, New York",42.18299552873959,-75.8877182006836,NA,Chenango County,New York,TRUE
Cheningo,New York,"Cheningo, New York",42.18579390537848,-75.89080810546875,NA,Chenango County,New York,TRUE
Cherry Valley,New York,"Cherry Valley, New York",42.7956294,-74.7532018,Cherry Valley,Otsego County,New York,TRUE
Chesterfield,New York,"Chesterfield, New York",44.4440753677203,-73.50059509277344,Chesterfield,Essex County,New York,TRUE
Chile,New York,"Chile, New York",43.10317626326831,-77.75213241577148,La Serena,Elqui,Región de Coquimbo,TRUE
Chili,New York,"Chili, New York",43.10399092988393,-77.7513599395752,Chili,Monroe County,New York,TRUE
Cicero,New York,"Cicero, New York",43.1763158,-76.1141646,Cicero,Onondaga County,New York,TRUE
Cincinnatus,New York,"Cincinnatus, New York",42.5422923,-75.8957534,Cincinnatus,Cortland County,New York,TRUE
Claremont,New York,"Claremont, New York",42.083063312144496,-73.82876873016357,NA,Bronx County,New York,TRUE
Clarence,New York,"Clarence, New York",42.9767255,-78.5919709,Clarence,Erie County,New York,TRUE
Clark's Town,New York,"Clark's Town, New York",41.1259715,-73.959494,Clarkstown,Rockland County,New York,TRUE
Clarkestown,New York,"Clarkestown, New York",41.1259715,-73.959494,Clarkstown,Rockland County,New York,TRUE
Clarks Town,New York,"Clarks Town, New York",41.1259715,-73.959494,Clarkstown,Rockland County,New York,TRUE
Clarkson,New York,"Clarkson, New York",43.2331655,-77.927621,Clarkson,Monroe County,New York,TRUE
Clarkstown,New York,"Clarkstown, New York",41.1259715,-73.959494,Clarkstown,Rockland County,New York,TRUE
Clavarack,New York,"Clavarack, New York",42.223403,-73.7351586,Claverack,Columbia County,New York,TRUE
Claverack,New York,"Claverack, New York",42.223403,-73.7351586,Claverack,Columbia County,New York,TRUE
Claverick,New York,"Claverick, New York",42.223403,-73.7351586,Claverack,Columbia County,New York,TRUE
Clerko Town,New York,"Clerko Town, New York",41.135227480564936,-73.9544677734375,NA,NA,NA,TRUE
Clermont,New York,"Clermont, New York",42.0830473868164,-73.82838249206543,Clermont,Columbia County,New York,TRUE
Clinton,New York,"Clinton, New York",43.0484029,-75.3785034,Kirkland,Oneida County,New York,TRUE
Cllinton,New York,"Cllinton, New York",43.0484029,-75.3785034,Kirkland,Oneida County,New York,TRUE
Cobus Kill,New York,"Cobus Kill, New York",42.67814471770751,-74.47940826416016,NA,NA,New York,TRUE
Cocksakie,New York,"Cocksakie, New York",42.3509179,-73.8029028,Coxsackie,Greene County,New York,TRUE
Cocsacke,New York,"Cocsacke, New York",42.3509179,-73.8029028,Coxsackie,Greene County,New York,TRUE
Coeymans,New York,"Coeymans, New York",42.4739705,-73.7923456,Coeymans,Albany County,New York,TRUE
Colchester,New York,"Colchester, New York",42.1603635,-75.077389,Walton,Delaware County,New York,TRUE
Columbia,New York,"Columbia, New York",42.933207217198614,-75.0377368927002,NA,Columbia County,New York,TRUE
Columbus,New York,"Columbus, New York",42.6839611,-75.3726723,Columbus,Chenango County,New York,TRUE
Conajoharie,New York,"Conajoharie, New York",42.9056288,-74.5718073,Canajoharie,Montgomery County,New York,TRUE
Concord,New York,"Concord, New York",42.52677220056902,-78.701934814453125,NA,Richmond County,New York,TRUE
Conhocton,New York,"Conhocton, New York",42.5022907,-77.5072102,Cohocton,Steuben County,New York,TRUE
Conquest,New York,"Conquest, New York",43.1211773,-76.6480028,Conquest,Cayuga County,New York,TRUE
Constable,New York,"Constable, New York",44.9292125,-74.2971311,Constable,Franklin County,New York,TRUE
Constantia,New York,"Constantia, New York",43.2478466,-76.0001965,Constantia,Oswego County,New York,TRUE
Cooksackie,New York,"Cooksackie, New York",42.3509179,-73.8029028,Coxsackie,Greene County,New York,TRUE
Cortlandt Town,New York,"Cortlandt Town, New York",41.2548162,-73.9001377,Cortlandt Manor,Westchester County,New York,TRUE
Coventry,New York,"Coventry, New York",42.3159098,-75.6385205,Coventry,Chenango County,New York,TRUE
Covert,New York,"Covert, New York",42.5753492,-76.6835596,Covert,Seneca County,New York,TRUE
Coxakie,New York,"Coxakie, New York",42.3509179,-73.8029028,Coxsackie,Greene County,New York,TRUE
Crown Point,New York,"Crown Point, New York",43.9503352,-73.4370667,Crown Point,Essex County,New York,TRUE
Crown-Point,New York,"Crown-Point, New York",43.9503352,-73.4370667,Crown Point,Essex County,New York,TRUE
Crownpoint,New York,"Crownpoint, New York",43.941724,-73.4690117,Crown Point,Essex County,New York,TRUE
Cumberland,New York,"Cumberland, New York",39.5837312,-78.8487897,Cresaptown-Bel Air,Allegany County,Maryland,NA
De Ruyter,New York,"De Ruyter, New York",42.7584005,-75.8843616,DeRuyter,Madison County,New York,TRUE
Deer Park,New York,"Deer Park, New York",41.445299934803955,-74.64042663574219,Babylon,Suffolk County,New York,TRUE
Deerfield,New York,"Deerfield, New York",43.16362012590674,-75.17841339111328,Deerfield,Oneida County,New York,TRUE
Deerpark,New York,"Deerpark, New York",41.4591459,-74.663464,Deerpark,Orange County,New York,TRUE
DeKalb,New York,"DeKalb, New York",44.49971942094208,-75.34252166748047,NA,Kings County,New York,TRUE
Denmark,New York,"Denmark, New York",43.8997909,-75.5824117,Denmark,Lewis County,New York,TRUE
Dernyter,New York,"Dernyter, New York",42.7584005,-75.8843616,DeRuyter,Madison County,New York,TRUE
Deruyter,New York,"Deruyter, New York",42.7584005,-75.8843616,DeRuyter,Madison County,New York,TRUE
DeRuyter,New York,"DeRuyter, New York",42.7584005,-75.8843616,DeRuyter,Madison County,New York,TRUE
Dickenson,New York,"Dickenson, New York",44.7483891,-74.564621,Dickinson Center,Franklin County,New York,TRUE
Dickinson,New York,"Dickinson, New York",44.7483891,-74.564621,Dickinson Center,Franklin County,New York,TRUE
Dorlach,New York,"Dorlach, New York",42.74852488539493,-74.56575393676758,NA,NA,New York,TRUE
Dorlack,New York,"Dorlack, New York",42.74902911459619,-74.56644058227539,NA,NA,New York,TRUE
Dorloch,New York,"Dorloch, New York",42.74625580323014,-74.56498146057129,NA,NA,New York,TRUE
Dover,New York,"Dover, New York",41.696244,-73.5829689,Dover,Dutchess County,New York,TRUE
Dryden,New York,"Dryden, New York",42.4909053,-76.2971553,Dryden,Tompkins County,New York,TRUE
Duanesborough,New York,"Duanesborough, New York",42.755079545072135,-74.1302490234375,NA,NA,New York,TRUE
Duanesburg,New York,"Duanesburg, New York",42.76202,-74.1337383,Duanesburg,Schenectady County,New York,TRUE
Duanesburgh,New York,"Duanesburgh, New York",42.76202,-74.1337383,Duanesburg,Schenectady County,New York,TRUE
Dunesburgh,New York,"Dunesburgh, New York",42.76202,-74.1337383,Duanesburg,Schenectady County,New York,TRUE
Durham,New York,"Durham, New York",42.3995257,-74.1723608,Durham,Greene County,New York,TRUE
Durloch,New York,"Durloch, New York",42.747138233941826,-74.56850051879883,NA,NA,New York,TRUE
East Chester,New York,"East Chester, New York",40.95734486099285,-73.80615234375,Chester,Orange County,New York,TRUE
East Hampton,New York,"East Hampton, New York",40.9634335,-72.1848009,East Hampton,Suffolk County,New York,TRUE
East-Chester,New York,"East-Chester, New York",40.956826305786734,-73.80409240722655,Chester,Orange County,New York,TRUE
East-Hampton,New York,"East-Hampton, New York",40.9634335,-72.1848009,East Hampton,Suffolk County,New York,TRUE
Eastampton,New York,"Eastampton, New York",40.96123389519331,-72.16987609863281,NA,Hampden County,Massachusetts,TRUE
Eastchester,New York,"Eastchester, New York",40.9595605,-73.8095574,Eastchester,Westchester County,New York,TRUE
Easthampton,New York,"Easthampton, New York",40.9634335,-72.1848009,East Hampton,Suffolk County,New York,TRUE
Easthamton,New York,"Easthamton, New York",40.9634335,-72.1848009,East Hampton,Suffolk County,New York,TRUE
Easton,New York,"Easton, New York",42.9934104,-73.5523378,Easton,Washington County,New York,TRUE
Eastown,New York,"Eastown, New York",42.98954960666953,-73.55629920959473,Southeast,Putnam County,New York,TRUE
Eaton,New York,"Eaton, New York",42.99058552185121,-73.54522705078125,Eaton,Madison County,New York,TRUE
Edinburgh,New York,"Edinburgh, New York",43.22226864444986,-74.09540176391602,NA,Hidalgo County,Texas,TRUE
Edon,New York,"Edon, New York",42.65416193033991,-78.89556884765625,NA,NA,New York,TRUE
Elizabeth-Town,New York,"Elizabeth-Town, New York",44.2163337,-73.5904478,Elizabethtown,Essex County,New York,TRUE
Elizabethtown,New York,"Elizabethtown, New York",44.2163337,-73.5904478,Elizabethtown,Essex County,New York,TRUE
Ellisburg,New York,"Ellisburg, New York",43.7328451,-76.1360363,Ellisburg,Jefferson County,New York,TRUE
Ellisburgh,New York,"Ellisburgh, New York",43.7328451,-76.1360363,Ellisburg,Jefferson County,New York,TRUE
Erie,New York,"Erie, New York",43.0005043104253,-78.53233337402344,NA,Erie County,New York,TRUE
Erwin,New York,"Erwin, New York",42.156626,-77.1255055,Erwin,Steuben County,New York,TRUE
Esopus,New York,"Esopus, New York",41.8278707,-73.9651379,Esopus,Ulster County,New York,TRUE
Essex,New York,"Essex, New York",44.3100511,-73.3526277,Essex,Essex County,New York,TRUE
Exeter,New York,"Exeter, New York",42.7916338,-75.0844757,Exeter,Otsego County,New York,TRUE
Fabius,New York,"Fabius, New York",42.835067,-75.9860322,Fabius,Onondaga County,New York,TRUE
Fabuis,New York,"Fabuis, New York",42.835067,-75.9860322,Fabius,Onondaga County,New York,TRUE
Fairfield,New York,"Fairfield, New York",43.1372919,-74.9132097,Fairfield,Herkimer County,New York,TRUE
Farmington,New York,"Farmington, New York",42.9864223,-77.3259508,Farmington,Ontario County,New York,TRUE
Fayette,New York,"Fayette, New York",42.8142352,-76.8091216,Fayette,Seneca County,New York,TRUE
Fishkill,New York,"Fishkill, New York",41.5356492,-73.8990252,Fishkill,Dutchess County,New York,TRUE
Flat Lands,New York,"Flat Lands, New York",40.6268432,-73.9330429,NA,Kings County,New York,TRUE
Flat-Lands,New York,"Flat-Lands, New York",40.6268432,-73.9330429,NA,Kings County,New York,TRUE
Flatbush,New York,"Flatbush, New York",40.6409217,-73.9624327,NA,Kings County,New York,TRUE
Flatland,New York,"Flatland, New York",40.6611019,-73.8624763,NA,Kings County,New York,TRUE
Flatlands,New York,"Flatlands, New York",40.6268432,-73.9330429,NA,Kings County,New York,TRUE
Fleming,New York,"Fleming, New York",42.8617349,-76.5741088,Fleming,Cayuga County,New York,TRUE
Florence,New York,"Florence, New York",43.4384032,-75.7493533,Florence,Oneida County,New York,TRUE
Floyd,New York,"Floyd, New York",43.2197918,-75.3343366,Floyd,Oneida County,New York,TRUE
Fowler,New York,"Fowler, New York",44.2786725,-75.3863214,Fowler,St. Lawrence County,New York,TRUE
Franklin,New York,"Franklin, New York",42.3406373,-75.1651689,Franklin,Delaware County,New York,TRUE
Frederick,New York,"Frederick, New York",41.46537017728069,-73.72856140136719,NA,Richmond County,New York,TRUE
Frederick Town,New York,"Frederick Town, New York",41.44272637767212,-73.7347412109375,NA,Richmond County,New York,TRUE
Fredericks,New York,"Fredericks, New York",41.45919537950706,-73.73199462890625,NA,New York County,New York,TRUE
Fredericksburgh,New York,"Fredericksburgh, New York",41.43860847395721,-73.73199462890625,Scriba,Oswego County,New York,TRUE
Frederickstown,New York,"Frederickstown, New York",41.43860847395721,-73.72650146484375,NA,NA,New York,TRUE
Fredericktown,New York,"Fredericktown, New York",41.43860847395721,-73.74847412109375,NA,York County,New Brunswick,TRUE
Freedom,New York,"Freedom, New York",42.495390378152244,-78.37577819824219,Freedom,Cattaraugus County,New York,TRUE
Freehold,New York,"Freehold, New York",42.3592503,-74.0498564,Greenville,Greene County,New York,TRUE
Galen,New York,"Galen, New York",43.099478793917605,-76.87065124511719,Galen,Wayne County,New York,TRUE
Gallatin,New York,"Gallatin, New York",42.0650965,-73.7242486,Gallatin,Columbia County,New York,TRUE
Galloway,New York,"Galloway, New York",43.01920754159507,-74.02862548828125,NA,Atlantic County,New Jersey,TRUE
Gallway,New York,"Gallway, New York",43.0186858,-74.0315162,Galway,Saratoga County,New York,TRUE
Galoway,New York,"Galoway, New York",43.01920754159507,-74.03068542480469,NA,Atlantic County,New Jersey,TRUE
Galway,New York,"Galway, New York",43.0186858,-74.0315162,Galway,Saratoga County,New York,TRUE
Gates,New York,"Gates, New York",43.1480944,-77.7223162,Gates,Monroe County,New York,TRUE
Genoa,New York,"Genoa, New York",42.6678489,-76.5357741,Genoa,Cayuga County,New York,TRUE
Ger. Flatts,New York,"Ger. Flatts, New York",42.9777988,-74.9793243,German Flatts,Herkimer County,New York,TRUE
German,New York,"German, New York",42.5045167,-75.8301537,German,Chenango County,New York,TRUE
German Flats,New York,"German Flats, New York",42.9777988,-74.9793243,German Flatts,Herkimer County,New York,TRUE
German Flatts,New York,"German Flatts, New York",42.9777988,-74.9793243,German Flatts,Herkimer County,New York,TRUE
German Town,New York,"German Town, New York",42.13540417611067,-73.876190185546875,NA,New York County,New York,TRUE
German-Flatts,New York,"German-Flatts, New York",42.9777988,-74.9793243,German Flatts,Herkimer County,New York,TRUE
Germanflatts,New York,"Germanflatts, New York",42.9777988,-74.9793243,German Flatts,Herkimer County,New York,TRUE
Germantown,New York,"Germantown, New York",42.1345339,-73.8917982,Germantown,Columbia County,New York,TRUE
Glenville,New York,"Glenville, New York",42.9292419,-74.0520717,Glenville,Schenectady County,New York,TRUE
Grafton,New York,"Grafton, New York",42.768967,-73.4509464,Grafton,Rensselaer County,New York,TRUE
Granger,New York,"Granger, New York",42.4851233,-77.9967043,Granger,Allegany County,New York,TRUE
Graves End,New York,"Graves End, New York",40.5910166,-73.977126,NA,Kings County,New York,TRUE
Gravesend,New York,"Gravesend, New York",40.5910166,-73.977126,NA,Kings County,New York,TRUE
Great Valley,New York,"Great Valley, New York",42.2145087,-78.636417,Great Valley,Cattaraugus County,New York,TRUE
Greece,New York,"Greece, New York",43.2097837,-77.6930602,Greece,Monroe County,New York,TRUE
Green,New York,"Green, New York",42.334184385939416,-75.75897216796875,Green Township,Hocking County,Ohio,TRUE
Greenburgh,New York,"Greenburgh, New York",41.0339576,-73.8654295,Greenburgh,Westchester County,New York,TRUE
Greenbush,New York,"Greenbush, New York",42.6464644,-74.4437504,Cobleskill,Schoharie County,New York,NA
Greene,New York,"Greene, New York",42.3292408,-75.7699147,Greene,Chenango County,New York,TRUE
Greeneland,New York,"Greeneland, New York",43.0721825,-76.1412005,NA,Onondaga County,New York,NA
Greeneville,New York,"Greeneville, New York",42.38821933390688,-74.00201797485352,Greenburgh,Westchester County,New York,TRUE
Greenfield,New York,"Greenfield, New York",43.1036852,-73.8640118,Greenfield,Saratoga County,New York,TRUE
Greenland,New York,"Greenland, New York",43.0721825,-76.1412005,NA,Onondaga County,New York,NA
Greensburgh,New York,"Greensburgh, New York",41.03482303148103,-73.86576175689697,Athens,Greene County,New York,TRUE
Greensville,New York,"Greensville, New York",42.388092545721044,-73.99824142456055,Greenburgh,Westchester County,New York,TRUE
Greenville,New York,"Greenville, New York",42.386951440524854,-73.999786376953125,Greenburgh,Westchester County,New York,TRUE
Greenwich,New York,"Greenwich, New York",43.0901395,-73.4992824,Greenwich,Washington County,New York,TRUE
Guelderland,New York,"Guelderland, New York",42.7043568,-73.9116433,Guilderland,Albany County,New York,TRUE
Guilderland,New York,"Guilderland, New York",42.7043568,-73.9116433,Guilderland,Albany County,New York,TRUE
Hadley,New York,"Hadley, New York",43.32442840300542,-73.8720703125,Hadley,Saratoga County,New York,TRUE
Half Moon,New York,"Half Moon, New York",42.84475822992461,-73.70796203613281,Halfmoon,Saratoga County,New York,TRUE
Halfmoom,New York,"Halfmoom, New York",42.83720605264495,-73.7024688720703,Halfmoon,Saratoga County,New York,TRUE
Halfmoon,New York,"Halfmoon, New York",42.8275844,-73.717849,Halfmoon,Saratoga County,New York,TRUE
